item,category,co2_per_unit,unit
BrandA Petrol,Transport,2.38,liter
NaturePlus Mango,Fruits,0.11,piece
BrandC Potato,Vegetables,0.77,kg
GreenChoice Mattress,Household,1.37,piece
BrandC Litter,Pet Supplies,2.52,kg
EcoLife Stapler,Stationery,2.49,piece
NaturePlus Coke,Beverages,1.14,liter
HomeEssentials TV,Electronics,186.54,piece
HomeEssentials Bus Ticket,Transport,4.79,liter
BrandB Milk,Dairy,2.02,kg
BrandA Bread,Bakery,4.39,piece
DailyCare Dish Soap,Cleaning,5.38,piece
BrandA Phone,Electronics,48.4,piece
BrandB Onion,Vegetables,0.36,piece
GreenChoice Milk,Dairy,6.06,liter
GoodFarm Shampoo,Personal Care,2.13,piece
GoodFarm Marker,Stationery,3.34,piece
NaturePlus Table,Household,42.58,piece
BrandB Petrol,Transport,4.54,liter
HomeEssentials Floor Cleaner,Cleaning,11.45,kg
HomeEssentials Notebook,Stationery,3.77,piece
BrandB Milk,Dairy,6.01,kg
EcoLife Pen,Stationery,0.96,piece
GreenChoice Spinach,Vegetables,0.98,piece
BrandC T-shirt,Clothing,8.04,piece
GreenChoice Soap,Personal Care,0.89,piece
NaturePlus Grapes,Fruits,1.8,kg
BrandA Lamb,Meat,8.04,kg
GreenChoice Turkey,Meat,8.13,kg
BrandB T-shirt,Clothing,5.78,piece
GreenChoice Dish Soap,Cleaning,8.12,liter
EcoLife Coffee,Beverages,2.94,liter
GoodFarm Paper Pack,Stationery,1.14,piece
EcoLife Marker,Stationery,3.59,piece
NaturePlus Phone,Electronics,142.6,piece
DailyCare Apple,Fruits,1.65,piece
BrandB Diesel,Transport,4.48,liter
BrandC Diesel,Transport,0.46,liter
BrandC Apple,Fruits,1.66,kg
GreenChoice Glass Cleaner,Cleaning,2.07,liter
DailyCare Deodorant,Personal Care,4.9,piece
BrandB Nuts,Food,1.93,piece
DailyCare Carrot,Vegetables,1.84,kg
DailyCare Chicken,Meat,22.76,kg
BrandC Jacket,Clothing,6.33,piece
BrandB Jacket,Clothing,15.56,piece
NaturePlus Lamp,Household,35.74,piece
GoodFarm Cat Food,Pet Supplies,7.31,piece
NaturePlus Nuts,Food,2.75,kg
GoodFarm Headphones,Electronics,94.05,piece
BrandB Litter,Pet Supplies,0.99,kg
HomeEssentials Pork,Meat,20.91,kg
HomeEssentials Onion,Vegetables,1.91,piece
NaturePlus Laptop,Electronics,38.58,piece
BrandC Cake,Bakery,2.76,kg
GreenChoice Turkey,Meat,8.86,kg
EcoLife Mango,Fruits,1.74,piece
GoodFarm Coke,Beverages,2.77,liter
GreenChoice Chair,Household,7.72,piece
EcoLife Rice,Food,2.7,kg
BrandC Carrot,Vegetables,1.4,kg
NaturePlus Coke,Beverages,2.69,liter
EcoLife Sweater,Clothing,7.17,piece
HomeEssentials Pork,Meat,26.08,kg
HomeEssentials Litter,Pet Supplies,2.31,kg
BrandC Beans,Food,3.24,kg
BrandA Shampoo,Personal Care,1.41,piece
BrandB Apple,Fruits,1.49,kg
BrandC Beans,Food,3.03,pack
NaturePlus Dog Food,Pet Supplies,2.74,piece
GoodFarm Headphones,Electronics,140.53,piece
DailyCare Mango,Fruits,1.87,piece
BrandA Dish Soap,Cleaning,2.07,piece
GoodFarm Lamb,Meat,11.98,kg
GoodFarm Potato,Vegetables,1.21,kg
GreenChoice Pasta,Food,3.99,piece
NaturePlus Oats,Food,3.08,kg
HomeEssentials Dish Soap,Cleaning,3.87,liter
DailyCare Chair,Household,35.67,piece
BrandB Beef,Meat,29.76,kg
GreenChoice Cat Food,Pet Supplies,7.42,kg
GreenChoice Tomato,Vegetables,0.68,kg
NaturePlus Train Ticket,Transport,3.43,km
EcoLife Onion,Vegetables,1.27,kg
GreenChoice Beans,Food,1.48,kg
BrandC Soap,Personal Care,2.72,piece
GreenChoice Chair,Household,46.31,piece
DailyCare Dog Food,Pet Supplies,5.82,kg
GreenChoice TV,Electronics,145.56,piece
EcoLife Shirt,Clothing,6.15,piece
GoodFarm Orange,Fruits,1.69,piece
GreenChoice Cheese,Dairy,2.34,kg
DailyCare Table,Household,1.14,piece
DailyCare Deodorant,Personal Care,2.49,piece
GreenChoice Petrol,Transport,4.58,liter
NaturePlus Laptop,Electronics,156.79,piece
EcoLife Dish Soap,Cleaning,11.23,piece
BrandB Nuts,Food,4.24,piece
NaturePlus Marker,Stationery,4.68,piece
GreenChoice Tomato,Vegetables,1.19,kg
NaturePlus Table,Household,33.47,piece
HomeEssentials Floor Cleaner,Cleaning,5.47,liter
BrandA Lamp,Household,0.79,piece
HomeEssentials Dish Soap,Cleaning,1.12,liter
HomeEssentials Grapes,Fruits,0.87,piece
GoodFarm Glass Cleaner,Cleaning,11.75,kg
BrandB Lotion,Personal Care,4.91,piece
BrandC Nuts,Food,4.07,piece
BrandC Deodorant,Personal Care,4.7,piece
DailyCare Detergent,Cleaning,9.25,kg
GoodFarm Chair,Household,13.57,piece
DailyCare Lentils,Food,2.89,pack
GoodFarm Detergent,Cleaning,9.15,liter
GoodFarm Dog Food,Pet Supplies,6.83,piece
HomeEssentials Cat Food,Pet Supplies,3.67,piece
NaturePlus Cheese,Dairy,9.22,kg
HomeEssentials Butter,Dairy,1.12,liter
BrandC Notebook,Stationery,2.97,piece
EcoLife Muffin,Bakery,3.15,piece
DailyCare Pet Toy,Pet Supplies,2.79,piece
GoodFarm Coke,Beverages,2.87,bottle
GoodFarm Floor Cleaner,Cleaning,11.23,piece
BrandA Bread,Bakery,4.88,kg
BrandA Potato,Vegetables,1.15,piece
EcoLife Cheese,Dairy,6.48,kg
GoodFarm T-shirt,Clothing,8.18,piece
GreenChoice Jacket,Clothing,15.91,piece
GoodFarm Jeans,Clothing,16.97,piece
GreenChoice Mattress,Household,13.17,piece
NaturePlus Bread,Bakery,4.33,piece
EcoLife Bread,Bakery,4.98,piece
BrandA Tomato,Vegetables,1.25,piece
BrandB Carrot,Vegetables,1.64,piece
BrandC Cream,Dairy,5.24,liter
EcoLife Bleach,Cleaning,7.41,piece
GoodFarm Apple,Fruits,0.86,piece
GoodFarm Coke,Beverages,1.48,bottle
BrandB Lamp,Household,22.17,piece
GreenChoice Grapes,Fruits,1.65,kg
NaturePlus Bagel,Bakery,2.42,kg
EcoLife T-shirt,Clothing,6.2,piece
BrandC Litter,Pet Supplies,8.67,kg
GoodFarm Lotion,Personal Care,4.02,piece
BrandC Floor Cleaner,Cleaning,9.1,piece
EcoLife Muffin,Bakery,2.41,kg
GoodFarm Stapler,Stationery,4.95,piece
GoodFarm Detergent,Cleaning,7.66,kg
GoodFarm Butter,Dairy,5.8,liter
GreenChoice Pet Toy,Pet Supplies,0.59,kg
DailyCare Croissant,Bakery,2.82,piece
BrandC Pet Shampoo,Pet Supplies,7.13,kg
GreenChoice Jacket,Clothing,5.98,piece
HomeEssentials Jacket,Clothing,17.61,piece
NaturePlus Lotion,Personal Care,2.94,piece
HomeEssentials Pen,Stationery,2.42,piece
GreenChoice Toothpaste,Personal Care,1.72,piece
NaturePlus Laptop,Electronics,44.33,piece
BrandC Carrot,Vegetables,1.45,kg
GreenChoice Dish Soap,Cleaning,6.64,kg
BrandA Headphones,Electronics,110.76,piece
BrandB Cake,Bakery,4.03,kg
NaturePlus Milk,Dairy,5.63,kg
DailyCare Tea,Beverages,2.64,bottle
BrandC Toothpaste,Personal Care,0.89,piece
EcoLife Banana,Fruits,0.46,piece
GoodFarm Cat Food,Pet Supplies,3.97,piece
HomeEssentials Pet Toy,Pet Supplies,0.45,kg
DailyCare Train Ticket,Transport,0.66,km
DailyCare Headphones,Electronics,146.06,piece
DailyCare Pork,Meat,25.06,kg
HomeEssentials Coffee,Beverages,2.75,bottle
DailyCare Deodorant,Personal Care,3.26,piece
BrandC Mango,Fruits,1.75,piece
HomeEssentials Laptop,Electronics,140.93,piece
NaturePlus Muffin,Bakery,1.9,kg
BrandC Litter,Pet Supplies,9.54,kg
BrandA Glass Cleaner,Cleaning,10.75,kg
NaturePlus Water,Beverages,0.51,bottle
GoodFarm Tomato,Vegetables,1.39,kg
BrandA Mango,Fruits,0.26,piece
BrandA Orange,Fruits,1.0,piece
BrandA Muffin,Bakery,2.82,kg
HomeEssentials Orange,Fruits,1.16,kg
GoodFarm Jacket,Clothing,9.75,piece
EcoLife Mattress,Household,45.91,piece
GreenChoice Pet Shampoo,Pet Supplies,9.8,kg
BrandC Orange,Fruits,0.5,piece
BrandC Paper Pack,Stationery,3.9,piece
BrandC Tomato,Vegetables,1.25,piece
DailyCare Bagel,Bakery,4.42,piece
BrandC Juice,Beverages,0.94,liter
NaturePlus Beans,Food,0.81,pack
NaturePlus Potato,Vegetables,0.6,kg
GoodFarm Cream,Dairy,2.87,kg
NaturePlus Floor Cleaner,Cleaning,14.51,piece
BrandB Bicycle,Transport,2.01,liter
HomeEssentials Petrol,Transport,3.9,km
GoodFarm Shirt,Clothing,3.9,piece
BrandA Lentils,Food,3.46,pack
BrandC Bleach,Cleaning,9.29,liter
BrandB Apple,Fruits,1.61,piece
BrandB TV,Electronics,48.17,piece
NaturePlus Paper Pack,Stationery,2.0,piece
BrandC Laptop,Electronics,86.75,piece
GoodFarm Cream,Dairy,2.94,kg
BrandC Coffee,Beverages,2.54,liter
GreenChoice Lotion,Personal Care,1.9,piece
EcoLife Pet Shampoo,Pet Supplies,1.68,piece
BrandA Grapes,Fruits,1.5,kg
BrandA Floor Cleaner,Cleaning,1.02,piece
BrandC Lamp,Household,33.49,piece
GoodFarm Oats,Food,0.87,kg
EcoLife Tea,Beverages,2.27,bottle
BrandC Potato,Vegetables,0.65,kg
BrandB Carrot,Vegetables,0.37,kg
BrandC Nuts,Food,2.13,kg
EcoLife Glass Cleaner,Cleaning,9.08,piece
GoodFarm Stapler,Stationery,3.21,piece
GoodFarm Nuts,Food,4.23,pack
BrandA Apple,Fruits,1.04,kg
BrandB Carrot,Vegetables,1.69,piece
DailyCare Lotion,Personal Care,3.03,piece
BrandA Croissant,Bakery,3.48,piece
BrandC Turkey,Meat,13.83,kg
BrandA Marker,Stationery,0.9,piece
EcoLife Orange,Fruits,0.33,piece
BrandA Marker,Stationery,4.6,piece
EcoLife Water,Beverages,1.0,bottle
DailyCare Cheese,Dairy,8.3,kg
BrandA Mango,Fruits,1.33,piece
EcoLife Apple,Fruits,0.94,piece
HomeEssentials Litter,Pet Supplies,2.49,piece
BrandA Train Ticket,Transport,2.57,km
BrandC Sweater,Clothing,7.92,piece
NaturePlus Rice,Food,4.73,kg
BrandB Marker,Stationery,3.83,piece
EcoLife Apple,Fruits,1.75,kg
DailyCare Diesel,Transport,0.18,liter
BrandA Jeans,Clothing,2.07,piece
DailyCare Apple,Fruits,0.92,piece
BrandC Onion,Vegetables,1.31,piece
EcoLife Yogurt,Dairy,5.38,kg
DailyCare Litter,Pet Supplies,4.85,kg
HomeEssentials Chicken,Meat,6.35,kg
BrandC Litter,Pet Supplies,2.44,piece
BrandA Bagel,Bakery,1.6,piece
GreenChoice Glass Cleaner,Cleaning,9.07,piece
GoodFarm Phone,Electronics,109.56,piece
EcoLife Litter,Pet Supplies,9.7,piece
DailyCare Pet Toy,Pet Supplies,3.65,kg
NaturePlus Bicycle,Transport,3.27,km
NaturePlus Juice,Beverages,1.03,bottle
NaturePlus Lotion,Personal Care,1.37,piece
HomeEssentials Diesel,Transport,0.94,km
GreenChoice Orange,Fruits,1.27,piece
BrandB T-shirt,Clothing,19.69,piece
GoodFarm Pet Shampoo,Pet Supplies,6.0,kg
GoodFarm Juice,Beverages,2.2,liter
GoodFarm Beans,Food,2.62,kg
BrandA Pasta,Food,0.64,piece
GreenChoice Nuts,Food,0.27,piece
BrandA Notebook,Stationery,2.95,piece
BrandA Lamb,Meat,9.98,kg
GoodFarm Spinach,Vegetables,1.46,kg
NaturePlus Diesel,Transport,1.08,km
GoodFarm Bus Ticket,Transport,2.77,liter
EcoLife Potato,Vegetables,1.95,kg
BrandB Bicycle,Transport,4.4,km
GreenChoice Dog Food,Pet Supplies,5.09,kg
EcoLife Notebook,Stationery,0.46,piece
BrandA Glass Cleaner,Cleaning,4.23,liter
HomeEssentials Juice,Beverages,1.72,bottle
BrandB Chair,Household,19.26,piece
GreenChoice Detergent,Cleaning,10.46,liter
NaturePlus Muffin,Bakery,1.18,kg
GreenChoice Pen,Stationery,3.91,piece
NaturePlus Stapler,Stationery,2.72,piece
BrandC Table,Household,24.62,piece
HomeEssentials Paper Pack,Stationery,4.49,piece
HomeEssentials Milk,Dairy,4.07,kg
BrandC Potato,Vegetables,1.2,kg
EcoLife Notebook,Stationery,4.55,piece
EcoLife Shampoo,Personal Care,4.4,piece
BrandB Lentils,Food,2.89,piece
EcoLife Deodorant,Personal Care,3.08,piece
HomeEssentials Tablet,Electronics,80.88,piece
DailyCare Laptop,Electronics,85.55,piece
GreenChoice Rice,Food,1.7,kg
EcoLife Sweater,Clothing,12.72,piece
DailyCare Soap,Personal Care,1.99,piece
BrandA Pet Shampoo,Pet Supplies,3.04,piece
DailyCare Bread,Bakery,2.59,kg
GoodFarm Dog Food,Pet Supplies,6.71,kg
NaturePlus Glass Cleaner,Cleaning,9.11,liter
HomeEssentials Croissant,Bakery,1.85,kg
GreenChoice Cat Food,Pet Supplies,6.95,kg
HomeEssentials Paper Pack,Stationery,2.23,piece
GreenChoice Tomato,Vegetables,0.16,piece
EcoLife Train Ticket,Transport,0.13,liter
GoodFarm Coke,Beverages,0.76,bottle
BrandA Tomato,Vegetables,1.62,piece
GoodFarm Deodorant,Personal Care,1.07,piece
NaturePlus Milk,Dairy,7.35,kg
BrandA Bus Ticket,Transport,2.42,km
BrandA Mattress,Household,31.31,piece
NaturePlus Orange,Fruits,0.81,piece
HomeEssentials Shirt,Clothing,13.58,piece
BrandA Pet Shampoo,Pet Supplies,3.73,piece
BrandA Bicycle,Transport,4.44,km
NaturePlus Laptop,Electronics,111.64,piece
HomeEssentials Pasta,Food,3.9,piece
BrandA Pork,Meat,10.28,kg
GoodFarm Marker,Stationery,4.32,piece
NaturePlus Pen,Stationery,0.79,piece
BrandC Tomato,Vegetables,1.67,kg
BrandC Bleach,Cleaning,6.92,kg
HomeEssentials Lentils,Food,2.15,pack
BrandC Milk,Dairy,7.95,kg
BrandA TV,Electronics,61.06,piece
BrandB Jacket,Clothing,8.34,piece
DailyCare Phone,Electronics,153.45,piece
GreenChoice Lotion,Personal Care,0.95,piece
BrandB Turkey,Meat,8.96,kg
EcoLife Carrot,Vegetables,1.68,kg
NaturePlus Mattress,Household,21.77,piece
BrandB Jacket,Clothing,17.59,piece
DailyCare Jacket,Clothing,17.66,piece
DailyCare Bagel,Bakery,3.77,kg
HomeEssentials Dog Food,Pet Supplies,8.81,kg
NaturePlus Butter,Dairy,1.78,liter
NaturePlus Water,Beverages,2.18,liter
BrandA Paper Pack,Stationery,3.87,piece
GoodFarm Pet Shampoo,Pet Supplies,5.54,piece
BrandA Bleach,Cleaning,11.68,piece
HomeEssentials Mango,Fruits,1.48,piece
NaturePlus Glass Cleaner,Cleaning,8.78,liter
NaturePlus Apple,Fruits,1.63,piece
GreenChoice Yogurt,Dairy,1.45,liter
HomeEssentials Glass Cleaner,Cleaning,5.63,piece
GreenChoice Shampoo,Personal Care,0.36,piece
GreenChoice Pork,Meat,7.4,kg
GoodFarm Oats,Food,3.39,pack
NaturePlus Sweater,Clothing,2.78,piece
NaturePlus Lamb,Meat,26.13,kg
BrandC Bus Ticket,Transport,2.01,km
BrandB Bus Ticket,Transport,2.78,liter
BrandB Muffin,Bakery,1.19,kg
NaturePlus Bagel,Bakery,0.56,kg
EcoLife Oats,Food,4.18,piece
BrandA Coffee,Beverages,1.19,bottle
BrandC Beans,Food,4.23,pack
GreenChoice Nuts,Food,2.01,kg
EcoLife Grapes,Fruits,0.36,piece
GreenChoice Petrol,Transport,2.21,km
GoodFarm Coffee,Beverages,2.3,liter
GoodFarm Lamb,Meat,16.07,kg
GoodFarm Oats,Food,0.43,piece
BrandA Grapes,Fruits,0.13,piece
EcoLife TV,Electronics,155.12,piece
DailyCare Marker,Stationery,3.91,piece
DailyCare Tablet,Electronics,122.2,piece
BrandC Nuts,Food,0.83,kg
DailyCare Lamb,Meat,16.06,kg
GreenChoice Potato,Vegetables,0.28,kg
GreenChoice Pet Toy,Pet Supplies,4.44,kg
BrandA Toothpaste,Personal Care,3.59,piece
BrandB Deodorant,Personal Care,1.49,piece
EcoLife Pet Toy,Pet Supplies,7.61,kg
GoodFarm Detergent,Cleaning,11.35,kg
DailyCare Juice,Beverages,0.86,bottle
BrandA Paper Pack,Stationery,1.7,piece
BrandB Shirt,Clothing,13.44,piece
BrandB Detergent,Cleaning,10.84,liter
NaturePlus Yogurt,Dairy,6.4,kg
DailyCare Yogurt,Dairy,8.81,kg
NaturePlus Sweater,Clothing,13.03,piece
BrandC Tea,Beverages,0.51,liter
EcoLife Floor Cleaner,Cleaning,14.33,liter
HomeEssentials Pasta,Food,0.51,pack
BrandB Tomato,Vegetables,0.55,piece
EcoLife Onion,Vegetables,1.15,piece
GreenChoice Turkey,Meat,12.64,kg
BrandC Litter,Pet Supplies,5.51,kg
DailyCare Potato,Vegetables,1.94,kg
HomeEssentials Headphones,Electronics,199.69,piece
EcoLife Diesel,Transport,3.69,km
NaturePlus Pork,Meat,10.19,kg
DailyCare Bagel,Bakery,4.5,piece
DailyCare Mattress,Household,2.04,piece
DailyCare Oats,Food,2.05,pack
BrandA Bicycle,Transport,1.94,liter
GoodFarm Cat Food,Pet Supplies,6.06,piece
DailyCare Butter,Dairy,4.05,liter
GreenChoice Coffee,Beverages,1.4,liter
BrandC Coke,Beverages,2.14,bottle
NaturePlus Pork,Meat,6.37,kg
BrandB Coffee,Beverages,1.02,liter
DailyCare Litter,Pet Supplies,8.07,piece
GoodFarm Toothpaste,Personal Care,4.44,piece
GreenChoice Chair,Household,44.18,piece
GreenChoice Cream,Dairy,9.28,liter
BrandC TV,Electronics,81.52,piece
GreenChoice Oats,Food,4.58,piece
GreenChoice Bagel,Bakery,0.92,kg
NaturePlus Bread,Bakery,3.01,kg
NaturePlus Diesel,Transport,2.43,km
NaturePlus Bicycle,Transport,3.78,km
BrandA Pet Toy,Pet Supplies,0.97,kg
EcoLife Carrot,Vegetables,0.98,kg
DailyCare Marker,Stationery,4.91,piece
EcoLife Coke,Beverages,2.61,liter
BrandB Jacket,Clothing,12.18,piece
GoodFarm Sweater,Clothing,19.54,piece
DailyCare Coke,Beverages,2.71,liter
GoodFarm Bus Ticket,Transport,4.93,liter
EcoLife Sweater,Clothing,7.71,piece
GreenChoice Banana,Fruits,0.97,piece
DailyCare Lentils,Food,4.08,kg
HomeEssentials Coke,Beverages,2.96,bottle
EcoLife Paper Pack,Stationery,4.42,piece
GoodFarm Detergent,Cleaning,0.55,piece
DailyCare Mattress,Household,27.4,piece
EcoLife Banana,Fruits,0.12,kg
BrandB Floor Cleaner,Cleaning,7.87,kg
EcoLife Dish Soap,Cleaning,10.58,piece
BrandA Rice,Food,1.47,pack
BrandC Lamb,Meat,23.42,kg
BrandA Potato,Vegetables,1.15,kg
GoodFarm Soap,Personal Care,4.72,piece
GoodFarm Bus Ticket,Transport,1.76,km
GreenChoice Chicken,Meat,26.3,kg
HomeEssentials Laptop,Electronics,178.29,piece
GreenChoice Lentils,Food,4.94,pack
NaturePlus Butter,Dairy,1.4,liter
GreenChoice Stapler,Stationery,0.81,piece
GreenChoice Jacket,Clothing,4.91,piece
GreenChoice Mango,Fruits,0.77,piece
NaturePlus Onion,Vegetables,0.49,kg
DailyCare Pork,Meat,27.07,kg
BrandC Tomato,Vegetables,1.59,kg
HomeEssentials Pet Shampoo,Pet Supplies,1.48,kg
BrandB Banana,Fruits,1.17,piece
DailyCare Pillow,Household,28.59,piece
EcoLife Yogurt,Dairy,8.09,kg
BrandB Lotion,Personal Care,1.71,piece
EcoLife Banana,Fruits,0.24,kg
GreenChoice Milk,Dairy,4.34,kg
BrandC Water,Beverages,0.84,liter
BrandB Rice,Food,4.08,pack
DailyCare Tomato,Vegetables,1.55,kg
HomeEssentials Coffee,Beverages,1.26,bottle
EcoLife Notebook,Stationery,3.66,piece
BrandB TV,Electronics,21.78,piece
EcoLife Pork,Meat,6.81,kg
BrandB Yogurt,Dairy,6.02,kg
EcoLife Spinach,Vegetables,0.7,piece
GoodFarm Headphones,Electronics,75.53,piece
BrandC Headphones,Electronics,129.33,piece
GreenChoice Table,Household,36.57,piece
GoodFarm Pet Toy,Pet Supplies,2.77,piece
EcoLife Pet Toy,Pet Supplies,3.68,kg
GoodFarm Paper Pack,Stationery,0.2,piece
EcoLife Bleach,Cleaning,12.14,liter
EcoLife Coffee,Beverages,2.43,liter
GoodFarm Laptop,Electronics,152.73,piece
DailyCare Soap,Personal Care,3.5,piece
NaturePlus Jeans,Clothing,14.33,piece
BrandC Cream,Dairy,3.87,liter
BrandB Pillow,Household,26.45,piece
BrandB Jacket,Clothing,13.12,piece
GreenChoice Yogurt,Dairy,0.78,kg
GoodFarm Carrot,Vegetables,1.23,piece
BrandC Water,Beverages,0.49,bottle
BrandA Pork,Meat,22.49,kg
NaturePlus Orange,Fruits,1.11,piece
DailyCare Banana,Fruits,1.32,kg
BrandC Cat Food,Pet Supplies,5.17,kg
BrandB Detergent,Cleaning,5.08,kg
GreenChoice Petrol,Transport,3.25,km
EcoLife Butter,Dairy,7.85,liter
GoodFarm Orange,Fruits,1.94,piece
GoodFarm Stapler,Stationery,2.11,piece
BrandA Butter,Dairy,5.97,liter
GreenChoice Headphones,Electronics,100.17,piece
BrandA Sweater,Clothing,9.12,piece
GoodFarm Cream,Dairy,8.3,liter
BrandB Detergent,Cleaning,3.94,kg
GreenChoice Tomato,Vegetables,1.31,piece
HomeEssentials Cake,Bakery,0.59,kg
EcoLife Tomato,Vegetables,1.47,kg
EcoLife Glass Cleaner,Cleaning,3.9,piece
BrandA Turkey,Meat,8.94,kg
DailyCare Bus Ticket,Transport,4.29,liter
DailyCare Bagel,Bakery,1.96,kg
HomeEssentials Cake,Bakery,1.63,kg
BrandB Muffin,Bakery,1.35,piece
GoodFarm Glass Cleaner,Cleaning,4.34,kg
HomeEssentials Onion,Vegetables,1.54,kg
EcoLife Coffee,Beverages,0.87,liter
HomeEssentials Tablet,Electronics,181.61,piece
GreenChoice Cake,Bakery,3.3,piece
BrandC Detergent,Cleaning,9.74,kg
GoodFarm Shampoo,Personal Care,4.94,piece
BrandB Paper Pack,Stationery,1.0,piece
GoodFarm Lamp,Household,20.37,piece
HomeEssentials Dog Food,Pet Supplies,3.5,kg
GreenChoice Apple,Fruits,0.53,piece
GreenChoice Soap,Personal Care,2.68,piece
GoodFarm TV,Electronics,166.56,piece
NaturePlus Potato,Vegetables,1.11,kg
BrandB Water,Beverages,0.4,liter
BrandA Croissant,Bakery,4.56,kg
EcoLife Pet Toy,Pet Supplies,1.89,kg
DailyCare Pet Toy,Pet Supplies,5.49,kg
GoodFarm Dog Food,Pet Supplies,8.64,kg
BrandA Banana,Fruits,1.01,kg
BrandB Pork,Meat,23.23,kg
DailyCare Croissant,Bakery,0.82,piece
BrandA Jacket,Clothing,12.34,piece
BrandA Nuts,Food,3.89,kg
NaturePlus Oats,Food,3.12,kg
NaturePlus Notebook,Stationery,3.7,piece
NaturePlus Lentils,Food,2.57,piece
EcoLife TV,Electronics,17.49,piece
BrandA Pasta,Food,4.24,pack
GreenChoice Coke,Beverages,0.32,liter
EcoLife Lotion,Personal Care,2.73,piece
BrandB Tea,Beverages,0.24,bottle
NaturePlus Shampoo,Personal Care,1.59,piece
GreenChoice Chair,Household,33.33,piece
GoodFarm Shampoo,Personal Care,2.24,piece
GreenChoice Detergent,Cleaning,2.76,liter
HomeEssentials Lamb,Meat,5.51,kg
BrandB Cake,Bakery,2.68,kg
BrandA Tomato,Vegetables,0.13,kg
BrandB Headphones,Electronics,143.67,piece
EcoLife Petrol,Transport,2.05,liter
GreenChoice Stapler,Stationery,1.75,piece
BrandA Orange,Fruits,1.54,kg
HomeEssentials Tomato,Vegetables,1.3,piece
BrandC Milk,Dairy,2.49,kg
HomeEssentials Cream,Dairy,4.97,liter
GoodFarm Jeans,Clothing,13.11,piece
HomeEssentials Banana,Fruits,1.3,kg
BrandA Train Ticket,Transport,0.19,liter
GreenChoice Glass Cleaner,Cleaning,9.47,piece
HomeEssentials Bagel,Bakery,2.43,piece
DailyCare Cream,Dairy,6.87,kg
NaturePlus Onion,Vegetables,0.26,piece
BrandB Grapes,Fruits,0.79,kg
DailyCare Potato,Vegetables,1.77,piece
NaturePlus Carrot,Vegetables,1.75,kg
DailyCare Yogurt,Dairy,9.65,kg
GreenChoice Toothpaste,Personal Care,3.27,piece
BrandB Pet Shampoo,Pet Supplies,2.53,kg
BrandA Carrot,Vegetables,1.61,kg
BrandB Paper Pack,Stationery,2.75,piece
DailyCare Lotion,Personal Care,0.51,piece
NaturePlus Oats,Food,1.84,kg
DailyCare Lamp,Household,21.45,piece
GoodFarm Floor Cleaner,Cleaning,2.09,kg
DailyCare Yogurt,Dairy,6.9,kg
HomeEssentials Yogurt,Dairy,4.53,kg
BrandC Table,Household,2.56,piece
BrandB Carrot,Vegetables,1.12,piece
DailyCare Marker,Stationery,1.14,piece
EcoLife Stapler,Stationery,2.27,piece
DailyCare Toothpaste,Personal Care,4.44,piece
EcoLife Water,Beverages,1.49,liter
BrandA Cake,Bakery,4.72,piece
BrandB Chicken,Meat,11.13,kg
BrandB Croissant,Bakery,2.35,kg
NaturePlus Cheese,Dairy,2.13,liter
BrandC Pet Toy,Pet Supplies,9.38,piece
NaturePlus Stapler,Stationery,2.96,piece
NaturePlus Coffee,Beverages,1.27,liter
BrandC Tablet,Electronics,24.63,piece
HomeEssentials Beef,Meat,14.88,kg
GoodFarm Diesel,Transport,1.8,km
EcoLife Bleach,Cleaning,9.78,kg
BrandB Coffee,Beverages,1.36,liter
BrandB Table,Household,18.98,piece
GreenChoice Jeans,Clothing,4.52,piece
BrandB Headphones,Electronics,97.1,piece
BrandC Jeans,Clothing,11.57,piece
BrandA Lamb,Meat,22.22,kg
NaturePlus Tomato,Vegetables,1.26,kg
BrandA Stapler,Stationery,0.76,piece
GreenChoice Water,Beverages,1.06,liter
GoodFarm Milk,Dairy,7.54,liter
BrandC Carrot,Vegetables,0.65,piece
GoodFarm Marker,Stationery,4.35,piece
BrandC Paper Pack,Stationery,2.52,piece
HomeEssentials Yogurt,Dairy,0.67,kg
HomeEssentials T-shirt,Clothing,3.21,piece
EcoLife Sweater,Clothing,12.5,piece
GoodFarm Tomato,Vegetables,0.89,kg
GoodFarm Marker,Stationery,2.57,piece
EcoLife Pork,Meat,11.74,kg
GoodFarm Beef,Meat,11.56,kg
BrandB Spinach,Vegetables,0.49,kg
HomeEssentials Pasta,Food,4.06,kg
BrandB Jeans,Clothing,4.47,piece
DailyCare Stapler,Stationery,0.67,piece
GreenChoice Oats,Food,4.82,kg
NaturePlus Tomato,Vegetables,1.52,piece
GreenChoice Detergent,Cleaning,4.07,kg
GoodFarm Bus Ticket,Transport,4.3,liter
