item,category,co2_per_unit,unit
BrandA Yogurt,Dairy,7.58,kg
BrandA Shampoo,Personal Care,4.81,piece
BrandC Banana,Fruits,1.48,piece
NaturePlus Shirt,Clothing,9.64,piece
BrandB Croissant,Bakery,3.1,kg
BrandC Toothpaste,Personal Care,1.32,piece
BrandC Beef,Meat,13.38,kg
BrandC Onion,Vegetables,1.31,piece
EcoLife Oats,Food,2.12,piece
BrandA Milk,Dairy,9.28,liter
BrandC Beans,Food,3.7,pack
BrandB Cheese,Dairy,7.98,liter
BrandC Coke,Beverages,2.51,bottle
GoodFarm Jeans,Clothing,9.81,piece
BrandB Banana,Fruits,1.16,kg
BrandB Juice,Beverages,1.86,liter
BrandA Bread,Bakery,4.4,kg
BrandB Deodorant,Personal Care,0.76,piece
BrandA Tomato,Vegetables,0.6,piece
BrandB Orange,Fruits,1.05,kg
EcoLife Apple,Fruits,0.24,kg
GoodFarm Jacket,Clothing,19.13,piece
EcoLife Tomato,Vegetables,1.68,piece
BrandC Orange,Fruits,1.96,piece
BrandB Grapes,Fruits,0.99,kg
BrandC Tea,Beverages,1.37,bottle
BrandC Mango,Fruits,0.3,piece
EcoLife Turkey,Meat,11.77,kg
BrandC Lotion,Personal Care,3.44,piece
BrandB Tablet,Electronics,179.64,piece
BrandA Tablet,Electronics,168.58,piece
EcoLife Tomato,Vegetables,1.13,kg
BrandA Water,Beverages,1.99,liter
NaturePlus Rice,Food,4.8,kg
BrandA Tomato,Vegetables,1.36,kg
EcoLife Jeans,Clothing,6.83,piece
BrandB Coke,Beverages,1.33,bottle
GoodFarm Turkey,Meat,15.77,kg
GoodFarm Beef,Meat,18.84,kg
NaturePlus Jeans,Clothing,9.54,piece
BrandA Tablet,Electronics,166.12,piece
BrandC Orange,Fruits,0.96,kg
GoodFarm Juice,Beverages,1.81,bottle
GoodFarm Lentils,Food,0.19,piece
NaturePlus TV,Electronics,10.66,piece
BrandA Laptop,Electronics,187.52,piece
BrandC Shirt,Clothing,19.88,piece
BrandC Water,Beverages,1.36,liter
BrandA Cream,Dairy,4.78,liter
BrandA Tomato,Vegetables,1.98,kg
BrandB Juice,Beverages,1.03,bottle
BrandA Lamb,Meat,9.61,kg
BrandB Water,Beverages,2.65,liter
BrandC Sweater,Clothing,17.9,piece
NaturePlus Jeans,Clothing,6.75,piece
GoodFarm Coke,Beverages,1.53,bottle
BrandA Muffin,Bakery,0.32,piece
GoodFarm Carrot,Vegetables,1.26,piece
EcoLife Onion,Vegetables,1.03,kg
BrandA Jacket,Clothing,18.28,piece
BrandB Apple,Fruits,1.48,piece
NaturePlus Potato,Vegetables,0.47,kg
BrandB Carrot,Vegetables,1.49,kg
EcoLife Shirt,Clothing,6.69,piece
BrandA Oats,Food,3.18,pack
BrandA Chicken,Meat,13.27,kg
BrandC Bagel,Bakery,4.48,kg
BrandA Tomato,Vegetables,1.77,piece
BrandA Chicken,Meat,29.77,kg
BrandC Lamb,Meat,20.92,kg
BrandC Shirt,Clothing,3.77,piece
NaturePlus Banana,Fruits,0.7,piece
BrandB Tomato,Vegetables,1.28,kg
NaturePlus Tea,Beverages,0.82,bottle
GoodFarm Butter,Dairy,6.75,liter
BrandC Lentils,Food,3.92,kg
GoodFarm Deodorant,Personal Care,0.97,piece
NaturePlus Bread,Bakery,3.44,kg
NaturePlus Soap,Personal Care,0.65,piece
GoodFarm Tomato,Vegetables,1.32,kg
BrandA Lotion,Personal Care,0.75,piece
NaturePlus Coffee,Beverages,2.44,liter
BrandC Yogurt,Dairy,2.61,kg
EcoLife Chicken,Meat,9.93,kg
BrandC Lentils,Food,0.73,pack
EcoLife Headphones,Electronics,104.28,piece
NaturePlus Croissant,Bakery,4.92,kg
EcoLife Orange,Fruits,1.45,kg
EcoLife Jacket,Clothing,14.17,piece
BrandC Tomato,Vegetables,1.7,kg
BrandC Yogurt,Dairy,5.54,liter
GoodFarm Coke,Beverages,2.46,liter
NaturePlus Butter,Dairy,8.42,kg
NaturePlus Croissant,Bakery,3.09,piece
BrandA Cheese,Dairy,5.21,kg
EcoLife Banana,Fruits,0.25,kg
BrandA Cheese,Dairy,3.26,liter
BrandB Laptop,Electronics,78.77,piece
NaturePlus Juice,Beverages,2.68,liter
BrandB Jacket,Clothing,17.05,piece
BrandB Yogurt,Dairy,3.74,liter
GoodFarm Cheese,Dairy,0.64,kg
EcoLife Coffee,Beverages,1.06,liter
BrandC Turkey,Meat,18.12,kg
BrandB Shampoo,Personal Care,0.7,piece
BrandA Lotion,Personal Care,3.91,piece
BrandC Turkey,Meat,13.29,kg
NaturePlus Cheese,Dairy,1.69,liter
BrandB Croissant,Bakery,0.76,kg
BrandB Jeans,Clothing,3.62,piece
NaturePlus Turkey,Meat,25.51,kg
BrandC Chicken,Meat,24.68,kg
GoodFarm Tea,Beverages,2.97,liter
BrandA Phone,Electronics,56.55,piece
BrandA Cheese,Dairy,9.53,kg
GoodFarm Laptop,Electronics,131.0,piece
NaturePlus Cake,Bakery,2.07,piece
GoodFarm Banana,Fruits,1.68,piece
BrandA Carrot,Vegetables,0.85,kg
BrandC Water,Beverages,2.05,bottle
BrandB Cream,Dairy,5.56,kg
EcoLife Spinach,Vegetables,1.7,kg
BrandA Butter,Dairy,4.91,kg
EcoLife Butter,Dairy,1.93,kg
NaturePlus Croissant,Bakery,4.14,kg
EcoLife Shampoo,Personal Care,4.42,piece
BrandA Tea,Beverages,1.97,bottle
EcoLife Phone,Electronics,17.14,piece
NaturePlus Muffin,Bakery,4.44,piece
BrandC Bread,Bakery,1.6,piece
NaturePlus Turkey,Meat,18.4,kg
BrandA Tomato,Vegetables,1.24,kg
BrandB Muffin,Bakery,1.13,kg
EcoLife Chicken,Meat,11.21,kg
BrandC Lentils,Food,2.61,piece
BrandA Laptop,Electronics,52.38,piece
EcoLife Orange,Fruits,0.9,piece
NaturePlus Tomato,Vegetables,1.05,kg
GoodFarm Tomato,Vegetables,0.41,kg
EcoLife Mango,Fruits,0.54,kg
NaturePlus Rice,Food,0.77,piece
GoodFarm Potato,Vegetables,1.5,kg
EcoLife Soap,Personal Care,1.95,piece
GoodFarm Beans,Food,3.91,pack
BrandC Headphones,Electronics,112.55,piece
BrandB Soap,Personal Care,2.42,piece
BrandB Coffee,Beverages,1.9,bottle
EcoLife Tablet,Electronics,32.82,piece
NaturePlus Jacket,Clothing,14.62,piece
EcoLife Tea,Beverages,0.25,liter
EcoLife Onion,Vegetables,1.64,piece
BrandB Turkey,Meat,9.39,kg
BrandC Muffin,Bakery,3.37,kg
GoodFarm Turkey,Meat,20.15,kg
NaturePlus Jacket,Clothing,16.83,piece
BrandA Banana,Fruits,1.05,piece
NaturePlus Butter,Dairy,3.29,kg
NaturePlus Yogurt,Dairy,7.8,kg
NaturePlus Headphones,Electronics,172.66,piece
BrandA Chicken,Meat,22.23,kg
BrandA Sweater,Clothing,9.58,piece
BrandA Toothpaste,Personal Care,1.15,piece
GoodFarm Tomato,Vegetables,1.76,piece
BrandA Banana,Fruits,1.39,kg
GoodFarm Chicken,Meat,16.5,kg
BrandB T-shirt,Clothing,4.16,piece
EcoLife Soap,Personal Care,1.99,piece
NaturePlus Oats,Food,0.5,piece
BrandA Cheese,Dairy,1.84,kg
BrandC Carrot,Vegetables,0.86,piece
BrandB Croissant,Bakery,3.39,piece
EcoLife Lentils,Food,4.27,pack
BrandB Toothpaste,Personal Care,1.64,piece
BrandB Toothpaste,Personal Care,3.19,piece
GoodFarm Soap,Personal Care,0.56,piece
BrandA Grapes,Fruits,1.24,kg
EcoLife Shampoo,Personal Care,2.07,piece
EcoLife Laptop,Electronics,89.36,piece
GoodFarm Water,Beverages,0.67,bottle
BrandC Pasta,Food,1.17,pack
EcoLife Milk,Dairy,4.19,liter
EcoLife Orange,Fruits,1.55,kg
BrandB T-shirt,Clothing,5.79,piece
BrandC Carrot,Vegetables,1.93,kg
BrandA Headphones,Electronics,60.41,piece
BrandA Toothpaste,Personal Care,3.36,piece
BrandC Cake,Bakery,3.91,kg
BrandC Onion,Vegetables,1.65,kg
BrandB Pasta,Food,3.81,pack
EcoLife Lentils,Food,0.39,piece
EcoLife Grapes,Fruits,0.18,piece
EcoLife Oats,Food,3.07,piece
BrandC Sweater,Clothing,10.54,piece
NaturePlus Banana,Fruits,1.08,kg
GoodFarm Lotion,Personal Care,0.75,piece
BrandA Deodorant,Personal Care,2.18,piece
NaturePlus Laptop,Electronics,22.16,piece
BrandC Onion,Vegetables,1.72,kg
BrandC Jeans,Clothing,13.4,piece
BrandB Rice,Food,1.54,kg
BrandA Shirt,Clothing,2.1,piece
GoodFarm Headphones,Electronics,127.28,piece
GoodFarm Cream,Dairy,8.34,liter
GoodFarm Lotion,Personal Care,4.66,piece
BrandB Onion,Vegetables,0.75,kg
BrandA Croissant,Bakery,4.97,piece
BrandA Apple,Fruits,0.27,piece
BrandC Laptop,Electronics,54.95,piece
GoodFarm Soap,Personal Care,0.63,piece
NaturePlus Bagel,Bakery,3.17,kg
NaturePlus Onion,Vegetables,1.36,piece
EcoLife Tablet,Electronics,12.53,piece
BrandC Coffee,Beverages,0.41,liter
BrandC Lamb,Meat,15.09,kg
GoodFarm Laptop,Electronics,64.66,piece
BrandA Cream,Dairy,6.03,liter
NaturePlus Oats,Food,2.79,piece
NaturePlus Orange,Fruits,0.12,kg
BrandB Toothpaste,Personal Care,1.22,piece
BrandB Spinach,Vegetables,1.71,kg
NaturePlus Lamb,Meat,23.28,kg
BrandC Shirt,Clothing,10.54,piece
NaturePlus Cake,Bakery,2.96,kg
BrandB Cheese,Dairy,2.69,kg
NaturePlus Lamb,Meat,16.66,kg
NaturePlus Tea,Beverages,0.27,liter
EcoLife Cake,Bakery,2.98,piece
EcoLife Laptop,Electronics,31.24,piece
BrandA Soap,Personal Care,2.14,piece
GoodFarm Tea,Beverages,2.05,bottle
EcoLife Jacket,Clothing,10.23,piece
BrandA Grapes,Fruits,0.97,kg
GoodFarm Lotion,Personal Care,0.58,piece
NaturePlus Pasta,Food,0.55,pack
BrandA Croissant,Bakery,0.34,kg
BrandC Lamb,Meat,21.92,kg
BrandA Lamb,Meat,22.33,kg
BrandA Cake,Bakery,2.19,piece
BrandB Mango,Fruits,0.37,piece
BrandA Yogurt,Dairy,8.64,kg
NaturePlus Oats,Food,3.95,piece
GoodFarm Chicken,Meat,16.26,kg
GoodFarm Deodorant,Personal Care,2.8,piece
EcoLife Cheese,Dairy,0.82,kg
NaturePlus Milk,Dairy,1.32,liter
NaturePlus Lentils,Food,1.59,piece
BrandC Shampoo,Personal Care,0.48,piece
BrandC Bread,Bakery,3.96,piece
GoodFarm Water,Beverages,2.61,bottle
BrandB Lentils,Food,0.14,piece
BrandC Grapes,Fruits,0.18,kg
GoodFarm Coke,Beverages,2.79,bottle
BrandC Chicken,Meat,28.72,kg
BrandC Lotion,Personal Care,2.86,piece
BrandC Phone,Electronics,11.36,piece
NaturePlus Potato,Vegetables,0.88,piece
BrandA Turkey,Meat,24.72,kg
BrandC Tea,Beverages,2.79,liter
BrandC Oats,Food,2.71,pack
NaturePlus Onion,Vegetables,1.58,piece
GoodFarm Onion,Vegetables,0.13,kg
GoodFarm Grapes,Fruits,0.74,piece
NaturePlus TV,Electronics,83.22,piece
BrandC Spinach,Vegetables,1.61,kg
NaturePlus Sweater,Clothing,14.95,piece
BrandB Mango,Fruits,1.98,piece
GoodFarm Juice,Beverages,2.9,liter
BrandA Cake,Bakery,0.6,piece
GoodFarm T-shirt,Clothing,19.07,piece
BrandB Mango,Fruits,1.69,piece
NaturePlus Chicken,Meat,19.88,kg
BrandA Oats,Food,0.73,piece
GoodFarm Sweater,Clothing,2.27,piece
GoodFarm Spinach,Vegetables,0.82,piece
EcoLife Jeans,Clothing,14.97,piece
BrandC Apple,Fruits,1.76,kg
GoodFarm Cheese,Dairy,4.67,liter
NaturePlus Yogurt,Dairy,1.69,kg
BrandA Phone,Electronics,143.36,piece
BrandC Beef,Meat,19.16,kg
BrandC Oats,Food,4.53,kg
EcoLife Croissant,Bakery,0.89,kg
NaturePlus Beans,Food,0.4,piece
BrandA Pasta,Food,0.9,kg
BrandB Butter,Dairy,6.29,liter
BrandA Deodorant,Personal Care,4.98,piece
GoodFarm Carrot,Vegetables,0.38,kg
BrandC Tea,Beverages,1.75,bottle
BrandB Tomato,Vegetables,0.87,piece
EcoLife Cream,Dairy,8.67,kg
BrandA Spinach,Vegetables,0.25,kg
BrandB Soap,Personal Care,0.58,piece
BrandB T-shirt,Clothing,16.75,piece
BrandC Coke,Beverages,2.22,bottle
EcoLife Oats,Food,0.18,kg
NaturePlus Tablet,Electronics,121.78,piece
GoodFarm Coke,Beverages,1.16,liter
BrandB Pasta,Food,3.34,kg
GoodFarm Pork,Meat,16.56,kg
GoodFarm Coffee,Beverages,2.92,liter
NaturePlus Banana,Fruits,0.81,piece
GoodFarm Mango,Fruits,1.96,kg
BrandA Cream,Dairy,1.56,liter
GoodFarm Deodorant,Personal Care,2.6,piece
BrandB Apple,Fruits,1.09,piece
GoodFarm Juice,Beverages,1.88,liter
NaturePlus Cheese,Dairy,6.82,kg
BrandC Lamb,Meat,15.51,kg
BrandB Toothpaste,Personal Care,2.55,piece
GoodFarm Phone,Electronics,33.95,piece
EcoLife Deodorant,Personal Care,3.84,piece
BrandA Cheese,Dairy,5.45,liter
GoodFarm Headphones,Electronics,84.71,piece
GoodFarm TV,Electronics,175.13,piece
NaturePlus Chicken,Meat,8.08,kg
BrandA Shampoo,Personal Care,4.9,piece
BrandC Cream,Dairy,1.68,liter
EcoLife Cake,Bakery,2.59,piece
BrandB Soap,Personal Care,2.19,piece
BrandC Lotion,Personal Care,4.34,piece
GoodFarm Potato,Vegetables,1.27,piece
EcoLife Rice,Food,0.28,pack
NaturePlus Bagel,Bakery,3.48,kg
GoodFarm Pasta,Food,2.9,pack
BrandB Oats,Food,3.78,piece
GoodFarm Coffee,Beverages,2.47,bottle
EcoLife Coke,Beverages,2.89,bottle
BrandC TV,Electronics,123.39,piece
EcoLife Oats,Food,3.33,piece
EcoLife T-shirt,Clothing,19.06,piece
BrandA Apple,Fruits,0.22,kg
EcoLife Lentils,Food,1.71,pack
GoodFarm Beans,Food,1.87,piece
BrandB Shampoo,Personal Care,2.79,piece
BrandB Shampoo,Personal Care,3.26,piece
GoodFarm Pork,Meat,9.07,kg
GoodFarm Turkey,Meat,22.23,kg
GoodFarm Tea,Beverages,0.49,bottle
EcoLife Mango,Fruits,0.43,piece
NaturePlus Soap,Personal Care,2.47,piece
EcoLife Cheese,Dairy,6.71,kg
BrandC Lamb,Meat,11.76,kg
BrandA Cream,Dairy,6.92,liter
BrandB Tea,Beverages,1.18,liter
BrandC Spinach,Vegetables,0.36,kg
EcoLife Headphones,Electronics,170.71,piece
BrandC Jeans,Clothing,6.56,piece
BrandC Bread,Bakery,1.13,piece
EcoLife TV,Electronics,178.79,piece
GoodFarm Cake,Bakery,0.49,piece
GoodFarm Laptop,Electronics,71.03,piece
EcoLife Apple,Fruits,1.47,piece
GoodFarm Potato,Vegetables,1.58,piece
BrandB Bagel,Bakery,4.76,piece
BrandB Mango,Fruits,1.76,piece
EcoLife Beef,Meat,21.06,kg
BrandB Carrot,Vegetables,0.49,kg
BrandB Mango,Fruits,1.05,kg
EcoLife Orange,Fruits,0.58,kg
BrandC Juice,Beverages,2.26,bottle
BrandB Soap,Personal Care,4.73,piece
BrandB Pork,Meat,15.09,kg
EcoLife Banana,Fruits,1.49,piece
BrandC Cream,Dairy,8.36,liter
GoodFarm Carrot,Vegetables,0.5,piece
EcoLife Carrot,Vegetables,1.53,kg
GoodFarm Mango,Fruits,0.98,kg
EcoLife Potato,Vegetables,0.48,kg
NaturePlus Water,Beverages,2.04,bottle
NaturePlus Lotion,Personal Care,4.12,piece
BrandC Pork,Meat,5.01,kg
BrandC Chicken,Meat,18.04,kg
BrandB Bread,Bakery,2.1,piece
BrandB Tomato,Vegetables,0.84,kg
GoodFarm Phone,Electronics,69.39,piece
BrandB Muffin,Bakery,1.68,kg
BrandA Bagel,Bakery,2.61,piece
BrandC Tablet,Electronics,111.16,piece
BrandB TV,Electronics,101.54,piece
NaturePlus Bagel,Bakery,0.35,piece
GoodFarm Coffee,Beverages,0.29,liter
NaturePlus Tea,Beverages,1.61,liter
GoodFarm Sweater,Clothing,11.85,piece
GoodFarm Toothpaste,Personal Care,4.37,piece
GoodFarm Croissant,Bakery,4.84,piece
BrandB Soap,Personal Care,0.18,piece
GoodFarm Cheese,Dairy,7.18,kg
EcoLife Tomato,Vegetables,0.49,kg
NaturePlus Pork,Meat,25.23,kg
BrandC Oats,Food,0.34,pack
BrandA Lotion,Personal Care,4.72,piece
BrandB Apple,Fruits,1.07,kg
NaturePlus Juice,Beverages,1.62,liter
BrandB Pasta,Food,1.38,piece
BrandC Turkey,Meat,26.45,kg
BrandB Chicken,Meat,23.58,kg
NaturePlus Toothpaste,Personal Care,1.25,piece
BrandC Bread,Bakery,4.92,kg
BrandA Pasta,Food,4.38,piece
BrandC Water,Beverages,0.32,bottle
GoodFarm Tea,Beverages,0.81,liter
EcoLife Lotion,Personal Care,1.7,piece
EcoLife Chicken,Meat,9.44,kg
BrandB Beef,Meat,13.46,kg
EcoLife Coffee,Beverages,2.02,bottle
BrandA T-shirt,Clothing,17.3,piece
EcoLife Orange,Fruits,0.18,kg
BrandB Croissant,Bakery,2.9,kg
EcoLife Bread,Bakery,4.58,kg
GoodFarm Headphones,Electronics,137.43,piece
NaturePlus Shirt,Clothing,4.84,piece
GoodFarm Butter,Dairy,3.11,liter
BrandC Cheese,Dairy,8.52,liter
BrandA Headphones,Electronics,105.7,piece
BrandA Sweater,Clothing,4.44,piece
EcoLife Headphones,Electronics,30.36,piece
BrandC Water,Beverages,2.34,liter
NaturePlus T-shirt,Clothing,19.08,piece
BrandB Bagel,Bakery,4.32,kg
BrandA Laptop,Electronics,109.69,piece
BrandC Soap,Personal Care,2.0,piece
EcoLife Apple,Fruits,0.66,piece
EcoLife Laptop,Electronics,90.58,piece
BrandC Jeans,Clothing,17.45,piece
BrandA Toothpaste,Personal Care,2.09,piece
BrandC Tablet,Electronics,40.94,piece
BrandB Orange,Fruits,1.29,kg
EcoLife Carrot,Vegetables,1.5,piece
BrandB Shampoo,Personal Care,4.13,piece
EcoLife Soap,Personal Care,2.69,piece
BrandA Orange,Fruits,0.42,piece
BrandB Mango,Fruits,0.43,kg
